Y,Y_hat,X
4,4,57
2,4,83
1,4,78
4,4,79
4,4,87
1,4,69
2,2,46
4,4,60
4,4,81
1,4,52
4,4,17
4,4,73
4,4,51
0,0,66
4,4,65
4,4,62
2,2,53
4,4,34
1,4,18
1,4,58
2,2,30
4,4,58
4,4,68
1,4,78
0,4,39
2,4,46
2,0,67
1,4,25
4,4,55
4,4,57
4,4,54
4,4,65
2,2,30
4,4,66
4,4,77
4,4,91
1,4,74
4,4,45
2,4,30
2,2,59
1,4,64
4,4,86
1,4,47
4,4,76
1,1,12
1,4,50
0,4,29
4,4,91
4,4,27
4,4,52
1,4,44
1,4,49
4,4,73
1,4,86
4,4,37
4,4,24
2,2,24
4,1,48
3,3,40
4,4,53
4,3,20
1,4,84
4,4,81
2,2,22
2,2,31
4,4,83
2,2,30
1,4,83
0,0,57
2,4,12
4,4,76
4,4,29
4,0,72
2,2,56
4,4,63
4,4,66
1,4,57
1,4,42
4,4,76
4,4,45
2,4,16
1,4,78
2,2,32
4,4,75
4,4,52
1,4,14
4,4,35
4,4,44
