Y,Y_hat,X
4,4,40
4,4,36
4,4,54
4,4,41
2,4,20
4,4,42
4,4,65
4,4,30
4,4,40
4,4,61
4,4,24
4,4,18
0,4,26
1,4,22
4,4,67
4,4,57
0,4,51
0,4,60
2,4,24
3,4,30
4,4,50
0,4,54
4,4,60
1,4,62
3,4,22
4,4,50
0,4,42
4,4,25
4,4,70
0,4,57
4,4,50
2,4,23
1,4,34
4,4,41
2,4,35
4,4,58
0,4,44
4,4,75
3,4,30
4,4,45
0,0,37
0,4,42
2,4,27
4,4,64
1,4,80
0,4,54
4,4,40
4,4,60
4,4,43
4,4,37
4,4,29
4,4,56
3,4,19
4,4,52
4,4,33
3,4,19
2,4,45
1,2,12
4,4,70
4,4,31
4,4,68
4,4,37
4,4,43
4,4,68
4,4,54
4,4,65
0,4,26
0,4,28
4,4,30
3,4,25
0,4,62
4,4,32
0,4,48
1,4,50
4,2,14
4,4,50
2,2,26
0,4,37
2,4,22
3,4,27
1,4,38
1,4,38
4,2,67
2,4,25
0,4,19
1,4,37
4,4,65
4,4,43
4,4,60
4,4,75
0,4,19
2,4,33
2,4,23
4,4,12
0,4,33
4,4,85
1,4,27
4,4,57
2,4,15
0,4,50
1,4,70
4,4,36
4,4,57
3,4,24
4,4,36
4,2,35
2,4,35
4,4,70
1,4,28
4,4,81
4,4,34
4,4,28
0,4,49
1,0,32
4,4,66
4,4,45
4,4,68
2,4,52
4,4,13
4,4,47
4,4,17
4,4,13
4,4,71
0,4,32
1,4,60
4,4,60
4,4,31
1,4,44
3,4,30
2,4,32
1,4,50
0,4,37
0,4,58
4,4,40
0,4,30
4,4,85
4,4,80
0,4,37
1,4,47
4,4,49
4,4,51
2,2,30
1,4,59
1,4,39
2,4,25
0,4,32
0,4,41
1,4,17
4,4,48
1,4,58
4,4,34
4,4,45
4,4,72
3,4,35
4,4,65
2,4,23
4,4,48
2,4,47
4,4,46
1,1,36
4,4,36
0,4,58
4,4,80
3,4,30
4,4,60
0,4,26
4,4,72
4,4,65
3,4,31
4,4,75
1,4,34
4,4,64
0,4,33
4,2,77
0,4,40
4,4,49
4,4,56
4,4,57
1,4,12
4,4,16
1,4,24
4,4,70
4,1,60
4,4,53
4,4,53
4,4,55
1,4,54
0,4,45
0,0,42
4,4,41
4,4,51
4,4,48
4,2,56
4,4,50
4,4,46
4,4,56
4,4,85
3,4,33
4,4,61
4,4,27
3,4,37
4,4,34
4,4,32
4,4,77
4,4,40
0,4,56
4,4,70
4,4,64
1,4,41
2,4,20
1,4,76
4,4,86
4,4,52
4,4,30
4,4,16
4,4,43
4,4,80
0,4,33
4,4,33
0,4,40
4,4,80
1,0,50
4,4,56
2,4,35
4,4,60
4,4,57
3,4,36
4,4,70
4,4,87
4,4,85
3,4,20
4,4,35
4,4,40
4,4,35
2,4,38
4,4,48
4,4,75
4,4,39
4,4,68
4,4,68
4,4,77
0,4,35
2,4,25
1,4,24
4,4,60
1,4,27
2,4,64
4,4,17
4,4,27
4,4,70
4,4,62
4,4,65
4,4,75
4,4,28
4,4,41
4,4,79
3,4,32
4,4,45
3,4,34
4,4,49
4,4,53
0,4,20
4,4,63
4,4,67
4,4,40
0,4,38
4,4,18
0,4,38
2,4,40
4,2,80
4,4,75
4,4,64
1,4,42
0,4,46
4,4,74
4,4,57
4,4,58
4,4,54
4,4,40
2,2,20
4,4,42
0,4,45
4,4,60
3,4,16
4,4,75
4,4,55
4,4,57
4,4,36
4,4,75
0,4,52
4,4,63
1,4,31
0,4,36
4,0,37
0,4,81
4,4,44
4,4,75
4,4,71
2,4,15
4,4,30
4,4,51
4,4,72
3,4,19
1,4,75
4,4,59
0,4,22
2,4,51
0,4,43
0,4,24
4,4,72
4,4,52
4,4,33
4,4,36
4,4,40
3,4,17
4,4,46
4,4,55
3,4,25
4,4,60
4,4,33
1,4,32
0,4,60
0,4,56
3,4,25
0,4,27
4,4,44
0,4,49
0,4,46
4,4,47
4,2,80
2,2,15
4,4,54
4,4,43
4,4,41
4,2,29
4,4,35
4,4,29
2,2,12
4,4,59
4,4,79
4,4,37
4,4,58
4,4,80
4,4,80
2,2,18
1,4,90
0,4,32
0,4,28
4,4,50
4,4,41
4,4,52
0,4,23
2,2,12
1,4,65
4,4,73
1,2,22
4,4,52
4,4,62
0,4,30
3,3,35
4,4,64
4,4,50
4,2,48
0,4,50
4,4,60
2,2,13
0,4,35
4,4,17
1,4,65
0,4,31
4,4,73
1,4,25
2,4,28
2,4,18
0,2,34
4,4,80
4,4,62
4,4,61
4,4,37
4,4,78
0,2,34
4,4,71
4,4,59
4,4,47
4,4,47
4,4,85
4,4,29
0,4,39
4,4,13
4,4,49
1,4,54
0,4,19
4,4,68
3,4,22
4,4,41
1,4,70
4,4,50
4,4,38
1,4,31
4,4,79
4,4,25
4,2,45
4,4,25
4,4,20
0,4,61
3,4,28
4,4,45
0,4,43
1,4,32
3,4,16
4,4,70
2,2,23
0,4,35
4,4,34
4,4,84
4,4,76
1,4,40
4,4,67
0,4,54
4,4,55
0,4,46
4,4,52
4,4,75
4,4,40
4,4,46
0,4,46
4,4,46
0,4,35
0,4,32
4,1,28
2,4,23
1,4,75
0,4,32
0,4,27
4,4,30
4,4,70
0,4,55
4,4,57
2,4,47
4,4,51
4,4,30
4,4,75
0,4,32
4,4,38
4,4,28
4,4,57
4,4,41
1,4,16
3,4,30
4,4,33
4,4,63
4,4,37
4,4,67
1,4,30
4,4,46
2,4,22
1,4,29
0,4,26
0,4,35
2,4,18
4,4,35
4,4,51
0,4,50
3,2,29
4,4,28
0,4,36
4,4,65
4,4,31
4,4,70
4,4,26
2,2,14
2,4,31
0,4,40
4,4,45
1,4,35
3,4,20
4,4,55
4,4,48
4,1,88
4,4,65
1,4,16
0,4,47
2,4,27
0,4,42
3,4,35
4,4,38
1,2,39
0,4,52
4,4,20
4,4,68
4,4,81
0,4,45
4,4,23
0,4,35
4,4,27
3,3,23
4,4,61
3,1,25
0,4,55
4,4,61
1,4,74
0,4,25
4,2,54
4,4,41
0,4,34
4,4,55
1,4,44
2,2,40
4,4,84
4,4,63
0,4,46
4,4,14
4,4,53
2,4,18
4,4,52
4,4,13
4,4,67
0,4,14
3,4,24
4,4,86
3,4,29
4,4,56
2,4,26
4,4,22
0,4,44
4,4,80
4,4,80
2,4,15
0,4,41
1,4,31
3,4,40
0,4,27
0,4,16
2,4,35
3,4,35
2,4,15
0,4,41
0,4,35
4,4,19
3,3,24
4,4,54
4,4,26
4,4,39
0,4,59
4,4,43
4,4,74
4,4,16
0,1,40
4,4,17
0,4,36
4,4,21
0,4,38
0,4,43
4,4,70
1,4,48
4,4,27
1,4,55
4,4,60
2,2,26
2,4,30
2,4,55
4,4,63
2,4,44
4,4,27
0,4,31
0,4,50
0,4,24
2,4,24
4,4,55
4,4,35
4,4,78
4,4,52
0,4,46
4,4,85
4,4,54
2,2,47
4,4,62
0,4,33
1,4,62
4,4,72
3,1,27
4,4,78
4,4,59
4,4,60
4,4,67
0,4,44
2,4,28
1,4,35
3,4,25
4,4,35
4,4,75
4,4,48
4,4,56
1,2,29
4,4,16
4,4,58
3,3,28
4,4,58
4,4,78
4,4,49
2,2,12
2,2,45
4,4,54
0,4,23
1,4,35
4,4,35
3,4,22
4,4,60
4,4,69
4,4,58
0,4,30
0,4,38
3,4,31
3,4,38
4,4,90
4,4,73
4,4,36
4,4,70
2,4,27
4,4,13
4,4,40
4,4,59
4,4,50
0,1,55
1,4,66
0,4,47
4,4,76
1,0,36
1,4,40
3,4,17
4,4,51
4,4,24
4,4,49
4,4,70
0,4,21
2,4,18
4,4,52
4,4,90
3,4,26
4,4,25
3,4,18
4,4,30
0,4,39
0,4,70
4,4,23
4,4,65
0,4,53
4,4,48
4,4,48
0,4,54
2,4,65
0,4,45
0,2,57
4,4,58
3,4,25
4,4,28
3,4,26
3,4,18
2,2,25
4,0,46
4,4,58
4,4,24
4,4,48
2,4,27
1,4,26
4,4,32
0,4,64
4,4,52
0,4,26
4,4,73
1,4,42
2,2,27
4,4,56
4,4,45
1,4,33
0,4,46
0,4,20
4,4,56
4,4,49
4,4,85
0,4,53
2,2,30
2,4,34
4,4,47
4,4,22
0,4,27
4,4,58
4,4,47
4,4,91
4,4,38
2,4,39
4,4,12
4,4,23
1,4,65
0,4,34
1,4,13
0,4,57
4,4,70
1,4,40
4,4,40
0,4,38
4,4,60
4,4,47
4,4,42
0,4,53
4,4,66
3,4,24
4,4,50
4,4,62
4,4,48
4,4,72
0,4,27
2,4,30
4,4,34
2,4,49
0,4,54
4,4,65
4,4,51
4,4,25
4,4,65
3,4,22
4,4,82
4,4,51
4,4,59
0,4,32
4,4,69
1,4,45
4,4,46
0,4,28
0,4,29
4,4,50
4,4,80
0,4,39
0,4,26
4,4,67
4,4,76
4,4,49
3,4,34
4,4,30
4,4,71
4,4,35
4,4,57
4,4,42
0,4,48
4,2,76
4,4,82
4,4,66
4,2,45
4,4,38
3,4,22
4,4,49
1,4,24
4,4,18
1,2,80
2,2,27
4,4,55
4,4,60
4,4,75
0,4,35
4,4,49
4,4,24
4,4,48
4,4,76
4,4,30
4,4,44
3,4,27
4,4,53
4,4,58
4,2,36
4,4,47
0,4,31
3,4,37
4,4,37
2,4,33
4,4,48
4,4,65
3,4,27
2,4,23
4,4,54
4,4,42
4,4,40
1,4,35
4,2,87
1,4,42
4,4,68
4,4,53
1,4,47
4,4,35
4,4,35
4,4,82
4,2,36
4,4,23
0,4,49
0,4,37
4,4,31
3,4,38
1,4,45
4,4,45
4,4,56
4,4,81
4,4,56
3,4,29
4,4,34
1,4,27
4,4,75
4,4,25
4,4,19
4,4,50
2,4,28
4,4,65
4,4,58
2,2,13
4,4,48
4,4,13
0,4,34
1,4,21
0,4,64
4,4,78
4,4,30
4,4,26
4,4,72
4,4,65
0,4,55
3,4,20
3,4,35
4,4,73
4,4,38
4,2,37
1,4,32
4,4,51
4,4,35
4,1,70
4,4,61
4,4,58
0,4,41
3,4,29
4,4,30
4,4,26
4,4,55
2,1,22
1,4,37
4,4,50
4,4,29
4,4,40
4,4,74
4,4,22
2,2,36
4,4,52
4,4,85
0,4,42
0,4,37
4,4,37
3,4,35
2,2,30
4,4,38
4,4,70
4,4,70
4,4,64
2,4,30
4,4,49
0,0,26
0,4,17
4,4,69
3,4,18
3,4,23
0,4,42
4,4,32
4,4,50
1,4,61
4,4,78
2,4,29
4,4,90
4,4,65
2,4,28
0,4,40
4,4,32
4,4,62
2,4,23
0,4,27
0,4,79
3,4,27
4,4,48
4,4,29
4,4,53
1,4,42
4,4,40
4,4,28
4,4,77
4,4,38
1,4,39
3,4,15
0,4,43
4,4,53
4,4,24
3,4,30
4,4,49
1,4,51
4,4,48
4,4,78
4,4,62
4,4,45
4,4,46
0,4,35
4,4,56
0,4,34
2,2,83
4,4,63
0,4,54
4,4,47
3,4,21
4,4,54
4,4,55
0,4,42
4,4,42
4,4,46
0,4,47
2,4,41
4,4,47
3,1,30
1,4,59
4,4,45
4,4,51
4,4,70
4,4,39
0,4,35
4,4,58
4,4,44
1,4,45
4,4,87
4,4,87
4,4,32
3,4,24
0,4,24
3,4,29
4,4,67
3,4,28
4,4,85
1,4,50
1,4,55
4,4,55
4,4,42
0,4,34
0,4,43
1,4,72
4,4,41
3,4,22
4,4,70
4,4,51
1,4,45
3,4,17
3,4,22
2,2,26
4,2,48
0,4,42
4,4,23
0,0,25
4,4,51
4,4,30
0,4,18
4,4,42
3,2,30
4,4,28
2,4,34
2,4,38
4,4,60
4,4,13
2,4,22
4,4,48
4,4,46
4,4,79
1,0,32
4,4,34
1,4,25
4,4,79
4,4,65
0,4,32
4,4,15
4,4,27
4,2,92
3,4,24
4,4,60
4,4,56
4,4,56
4,4,59
4,4,27
0,4,28
2,4,44
2,4,68
4,4,30
0,4,52
4,4,54
4,4,54
3,4,24
2,4,29
2,4,24
4,4,35
0,4,26
4,4,49
0,4,45
4,4,47
4,4,55
0,4,48
0,4,61
3,4,18
4,4,24
0,4,40
0,4,23
4,4,70
4,4,67
1,4,18
4,4,38
3,4,29
4,4,55
4,4,52
1,4,72
4,4,43
4,4,60
2,4,25
4,4,52
2,4,39
4,4,45
4,4,78
0,4,39
1,4,49
2,4,22
0,4,46
0,4,54
3,4,27
4,4,81
1,1,66
4,4,34
4,4,37
4,4,73
4,4,36
2,4,29
4,4,28
0,4,56
3,4,30
3,4,35
3,4,24
2,4,35
4,4,32
3,3,23
4,4,40
4,4,24
4,4,37
4,4,60
4,4,40
1,4,38
0,4,47
4,4,42
4,4,51
4,4,87
4,4,75
4,4,56
3,3,20
4,4,45
2,4,58
4,4,27
4,4,43
4,4,65
0,4,40
0,4,28
4,4,68
0,4,53
2,4,50
4,4,43
1,4,33
0,4,50
4,4,25
0,4,40
4,4,65
3,4,25
0,4,59
4,4,59
4,4,52
4,4,43
3,4,21
4,4,60
4,4,43
4,4,55
4,4,25
4,4,37
4,4,52
0,4,21
4,4,71
4,4,44
4,4,73
4,4,60
0,4,43
4,4,24
0,4,27
1,4,36
4,4,58
4,4,49
3,4,18
0,4,36
4,4,36
0,4,25
4,4,71
4,4,31
3,4,31
1,4,54
0,4,22
4,4,46
1,4,33
4,4,87
4,4,20
0,4,32
4,4,38
4,4,39
4,4,20
4,4,87
4,4,60
4,4,46
4,4,34
4,4,38
4,4,54
4,4,29
3,4,30
4,4,60
4,4,53
2,2,26
4,4,47
0,4,60
2,4,30
1,4,52
4,4,32
0,4,56
4,4,33
4,4,46
0,4,81
0,4,38
3,4,36
4,4,16
1,4,31
0,0,36
1,0,35
1,4,28
4,4,37
4,4,58
4,4,50
4,4,86
4,4,75
1,4,50
3,4,23
1,4,26
4,4,46
4,4,57
4,4,46
1,4,22
0,4,41
4,4,44
4,4,43
4,4,19
4,4,30
0,4,30
4,4,31
1,4,27
1,4,20
1,4,12
4,4,23
4,4,55
4,4,16
4,4,70
0,4,30
4,4,85
4,4,14
1,4,65
4,4,12
2,4,18
2,4,89
4,0,45
0,4,30
4,4,62
4,4,75
1,4,35
0,4,35
1,4,13
0,4,50
1,4,43
0,4,38
1,4,23
0,4,38
0,4,45
3,4,21
0,4,51
0,4,30
0,4,30
4,4,62
4,4,23
3,4,43
4,4,52
0,4,49
4,4,78
4,4,90
